,Street,Num of rooms,Floor,Price,Bars,Furniture,Elevator,Terrace,Parking,Size of house per mm,Numbers_for_Type_house_in_df,Numbers_for_Cities_in_df
18568,"                    חזון אי""ש 24                ",5.0,1,2125000.0,2,1,2,2,2,120.0,1,14
18569,                    אהרון אייזנברג 35                ,6.0,8,4500000.0,1,1,2,2,2,176.0,1,14
18570,                    גדעון 19                ,3.0,0,1690000.0,1,1,1,1,1,60.0,21,25
18571,                    4.5                ,4.0,4,1690000.0,1,1,1,1,1,100.0,1,67
18572,                    5                ,5.0,1,3190000.0,2,1,2,2,2,144.0,1,21
18573,                    כפר עציון                ,5.0,0,4950000.0,2,1,1,2,2,210.0,22,6
18574,                    אפרים אורבך 20                ,3.0,0,1750000.0,2,2,1,1,1,59.0,8,6
18575,                    5                ,5.0,0,6500000.0,1,1,1,1,1,270.0,23,21
18576,                    שדרות הברושים 1                ,5.0,2,4050000.0,2,1,1,2,2,125.0,22,1
18577,                    3.5                ,3.0,6,3740000.0,2,2,2,2,2,100.0,22,27
18578,                    הנשיא יצחק בן צבי                ,4.0,0,14000000.0,1,1,2,2,2,400.0,21,21
18579,                    5                ,5.0,3,1990000.0,1,1,2,2,2,130.0,1,4
18580,                    4                ,4.0,2,2000000.0,1,1,1,1,1,90.0,1,1
18581,                    מבצע דקל                ,4.0,14,2420000.0,2,1,2,1,2,113.0,1,19
18582,                    הרב טנא                ,5.0,14,1310000.0,2,2,2,2,2,145.0,1,23
18583,                    7                ,7.0,3,1600000.0,1,1,1,2,2,150.0,8,82
18584,                    דרך עכו חיפה                ,4.0,3,850000.0,2,2,1,1,2,105.0,1,72
18585,                    אורוגואי 44                ,4.0,1,1900000.0,1,1,1,2,1,90.0,8,6
18586,                    אריה מוצקין 9                ,4.0,7,1395000.0,1,1,2,1,2,88.0,1,25
18587,                    המצביאים 9                ,4.0,3,1400000.0,2,2,1,1,2,109.0,1,26
18588,                    פרידן 6                ,5.0,8,1850000.0,2,1,2,2,2,135.0,1,13
18589,                    דרך אלנבי 71                ,3.0,2,980000.0,2,1,1,2,1,60.0,1,11
18590,                    הרצל                ,4.0,2,1230000.0,1,1,1,2,2,110.0,1,78
18591,                    קרקע מתוך קרקע                ,3.0,0,900000.0,1,1,1,1,1,71.0,21,173
18592,                    קרל נטר                ,3.0,2,1695000.0,2,2,2,2,2,85.0,1,9
18593,                    5                ,5.0,2,1450000.0,1,1,1,1,2,130.0,1,97
18594,                    שדרות חיים וייצמן 10                ,3.0,3,1290000.0,1,1,1,1,1,59.0,1,7
18595,                    שמואל תמיר כצנלסון 32                ,4.0,1,1800000.0,2,1,1,2,2,100.0,1,6
18596,                    אריה בן אליעזר 15                ,4.0,2,1100000.0,1,1,2,1,2,115.0,1,13
18597,                    ברל לוקר 19                ,4.0,0,2400000.0,2,1,1,2,1,96.0,7,6
18598,                    שדרות ירושלים 70                ,4.0,3,915000.0,2,2,1,1,1,84.0,1,57
18599,                    3                ,3.0,2,450000.0,1,1,1,1,1,68.0,1,42
18600,                    שאול הדדי                ,2.0,3,1290000.0,2,1,1,1,1,65.0,1,17
18601,                    רדינג 16                ,4.0,3,3000000.0,1,1,2,2,2,91.0,1,3
18602,                    ראובן ובת שבע                ,5.0,7,1690000.0,1,1,2,1,1,118.0,1,9
18603,                    הנוריות                ,4.0,1,1390000.0,2,1,1,2,2,120.0,1,45
18604,                    5                ,5.0,0,2475000.0,1,1,1,2,2,155.0,2,2
18605,                    הקוקיה 35                ,4.0,7,2190000.0,2,1,2,2,2,97.0,1,9
18606,                    2                ,4.0,0,3100000.0,1,1,1,2,2,148.0,21,633
18607,                    יד החזקה                ,4.0,7,2550000.0,1,1,2,2,2,90.0,1,1
18608,                    שאר ישוב 26                ,4.0,3,1170000.0,1,1,1,1,1,120.0,1,16
18609,                    1                ,4.0,1,2500000.0,2,2,2,2,2,116.0,1,20
18610,                    היהלום 8                ,2.0,6,1250000.0,1,1,2,2,1,55.0,1,25
18611,                    5                ,5.0,4,2650000.0,1,1,2,2,2,150.0,22,20
18612,                    חנה רובינא 10                ,7.0,3,2200000.0,2,1,1,2,2,180.0,8,19
18613,                    דרך כרמית 5                ,5.0,13,3985000.0,1,1,2,2,2,151.0,22,6
18614,                    נחמיה תמרי                ,5.0,3,2750000.0,1,1,2,2,2,120.0,1,10
18615,                    קרן היסוד                ,3.0,3,1609999.0,2,1,1,1,1,74.0,1,9
18616,                    עוזי חיטמן                ,5.0,2,3300000.0,1,1,2,2,2,15.0,1,25
18617,                    1                ,3.0,11,1180000.0,1,1,2,2,2,75.0,1,58
18618,                    הורוביץ 21                ,5.0,1,3000000.0,1,1,2,2,2,120.0,1,9
18619,                    הקידה 5                ,4.0,1,985000.0,1,2,1,1,1,95.0,1,16
18620,                    5                ,5.0,8,2790000.0,2,1,1,2,2,175.0,1,59
18621,                    שדרות ירושלים                ,4.0,17,1130000.0,2,1,2,2,1,161.0,1,23
18622,                    1                ,6.0,2,3250000.0,1,1,1,2,2,200.0,23,112
18623,                    3                ,3.0,1,800000.0,2,1,1,1,1,74.0,1,23
18624,                    4                ,4.0,6,2950000.0,1,2,2,2,1,95.0,8,6
18625,                    קרקע מתוך קרקע                ,5.0,0,2850000.0,1,1,1,1,2,160.0,2,53
18626,                    הבנים 21                ,4.0,4,1750000.0,2,1,2,1,1,125.0,1,14
18627,                    הבוסתן                ,7.0,0,1490000.0,1,1,1,2,1,150.0,1,11
18628,                    6                ,6.0,0,7850000.0,2,2,1,2,2,240.0,21,3
18629,                    3.5                ,3.0,6,1170000.0,1,1,2,2,2,85.0,1,13
18630,                    שדרות מונטיפיורי 6                ,4.0,2,1150000.0,1,1,1,1,1,116.0,1,13
18631,                    הפרחים                ,5.0,1,2840000.0,1,1,2,1,2,112.0,1,21
18632,                    הרב יעקב רקח 4                ,3.0,8,1190000.0,2,1,2,1,2,80.0,1,25
18633,                    מנדס                ,8.0,0,5700000.0,1,1,1,2,2,212.0,23,1
18634,                    5                ,5.0,0,1400000.0,2,1,1,1,2,130.0,21,64
18635,"                    הגר""א 5                ",5.0,3,1590000.0,1,1,1,2,1,105.0,8,25
18636,                    דרך מנחם בגין 150                ,2.0,24,2750000.0,1,2,2,1,2,58.0,1,3
18637,                    4                ,4.0,3,2770000.0,1,2,2,2,2,100.0,1,21
18638,                    ירושלים 6                ,3.0,10,2300000.0,1,2,2,2,2,80.0,1,15
18639,                    7                ,7.0,0,2250000.0,2,1,1,2,2,220.0,21,76
18640,                    גרשום 3                ,4.0,4,2400000.0,1,1,2,2,2,89.0,1,1
18641,                    שדרות גת                ,3.0,1,895000.0,1,1,1,2,2,100.0,1,58
18642,                    אליקים המלך 10                ,4.0,2,1800000.0,1,1,1,2,2,110.0,8,4
18643,                    4.5                ,4.0,0,825000.0,1,1,1,1,1,110.0,1,106
18644,                    שמורת נחל ערוגות 6                ,5.0,4,3250000.0,1,2,2,2,2,161.0,22,25
18645,                    גרשון דובנבוים 16                ,5.0,4,2530000.0,1,2,2,2,2,129.0,1,14
18646,                    שיינקין                ,4.0,2,2490000.0,2,1,2,1,2,90.0,1,66
18647,                    יצחק שדה                ,3.0,0,850000.0,2,1,1,2,2,65.0,2,60
18648,                    הבוסתן                ,6.0,0,1890000.0,2,1,1,1,2,140.0,23,53
18649,                    6                ,6.0,0,3300000.0,1,2,1,2,2,167.0,21,278
18650,                    4                ,4.0,1,875000.0,1,1,1,2,2,12.0,1,42
18651,                    אברבנאל 8                ,3.0,4,590000.0,2,1,1,1,1,76.0,1,23
18652,                    יסוד המעלה                ,3.0,0,2980000.0,1,1,2,2,2,100.0,7,3
18653,                    אחד העם 5                ,4.0,10,1470000.0,1,1,2,2,2,100.0,1,16
18654,                    אופנהיימר                ,4.0,8,6290000.0,1,2,2,2,2,110.0,22,3
18655,                    שלמה המלך 16                ,3.0,1,3350000.0,1,1,1,2,1,62.0,1,3
18656,                    הרצל 88                ,5.0,7,2150000.0,2,2,2,2,2,104.0,1,17
18657,                    קיסריה                ,8.0,0,4300000.0,2,1,1,2,2,370.0,23,23
18658,                    הרב קפאח                ,3.0,2,1470000.0,1,1,1,2,2,80.0,1,10
18659,                    הגלעד 5                ,3.0,2,700000.0,1,1,1,2,1,60.0,1,8
18660,                    הצפירה 8                ,4.0,4,2090000.0,2,1,2,2,2,91.0,1,17
18661,                    5                ,5.0,0,2550000.0,1,1,1,1,1,160.0,28,634
18662,                    3                ,5.0,7,3400000.0,2,1,2,2,2,150.0,7,6
18663,                    5                ,5.0,3,2500000.0,1,2,2,2,2,132.0,22,35
18664,                    4                ,4.0,0,1550000.0,1,1,1,1,2,110.0,7,13
18665,                    הרצל 1                ,6.0,1,1570000.0,1,1,2,2,2,18.0,1,78
18666,                    5                ,5.0,1,1625000.0,1,1,1,1,1,86.0,1,21
18667,                    רציף הרברט סמואל                ,3.0,8,9000000.0,2,2,2,1,2,93.0,1,3
18668,                    הדגן                ,5.0,3,1250000.0,1,1,2,2,2,130.0,1,60
18669,                    8                ,8.0,3,2660000.0,1,1,2,2,2,220.0,8,25
18670,                    מעלה הגת 25                ,5.0,2,1730000.0,1,2,2,2,2,147.0,1,13
18671,                    עמנואל הרומי                ,2.0,2,3000000.0,1,1,2,1,1,64.0,1,3
18672,                    הגולן                ,3.0,1,2800000.0,1,1,1,2,1,58.0,7,3
18673,"                    תרנ""א 12                ",3.0,0,1470000.0,2,1,1,1,2,85.0,7,16
18674,                    4                ,4.0,1,850000.0,2,1,1,1,2,100.0,1,188
18675,                    הרצל 52                ,5.0,2,1145000.0,1,1,2,2,2,134.0,1,8
18676,                    כצנלסון                ,3.0,4,1990000.0,1,1,2,2,2,100.0,1,66
18677,                    אלשיך 29                ,3.0,0,4700000.0,2,1,1,1,1,60.0,21,3
18678,                    2                ,2.0,3,2200000.0,1,1,2,2,2,66.0,1,3
18679,                    יעקב אורלנד                ,4.0,5,1690000.0,2,2,2,2,2,100.0,1,11
18680,                    אחד העם                ,3.0,1,1580000.0,2,1,1,1,1,78.0,1,10
18681,                    1                ,6.0,0,4250000.0,1,1,1,2,2,200.0,23,169
18682,                    5.5                ,5.0,4,1650000.0,1,1,2,2,1,140.0,22,26
18683,                    נחמיה                ,4.0,3,5600000.0,1,1,2,2,2,93.0,1,3
18684,                    יחזקאל הנביא                ,3.0,3,1550000.0,1,1,2,2,2,80.0,1,32
18685,                    אשחר                ,4.0,2,1125000.0,1,2,1,2,1,105.0,22,103
18686,                    משעול חבושים 3                ,6.0,0,3700000.0,1,1,1,2,2,270.0,23,97
18687,                    היסמין                ,4.0,12,1300000.0,1,1,2,2,2,107.0,1,58
18688,                    1                ,4.0,1,2580000.0,1,1,1,2,2,98.0,1,129
18689,                    8                ,8.0,0,4250000.0,2,1,1,2,2,440.0,23,91
18690,                    נורדאו                ,5.0,3,960000.0,1,1,1,2,2,160.0,8,78
18691,                    קני סוף 4                ,4.0,1,1190000.0,1,1,1,2,2,90.0,1,26
18692,                    יהודה המכבי                ,5.0,5,7950000.0,2,1,2,2,2,180.0,22,3
18693,                    סוקולוב 113                ,3.0,3,1380000.0,2,1,1,1,1,75.0,1,10
18694,                    3.5                ,3.0,4,556000.0,1,2,2,1,2,72.0,1,68
18695,                    ירמיהו 32                ,4.0,3,5100000.0,1,1,2,2,1,155.0,22,3
18696,                    נר הלילה                ,7.0,0,4200000.0,1,1,1,2,2,210.0,23,25
18697,                    סיני 3                ,5.0,6,980000.0,2,1,2,1,2,125.0,1,23
18698,                    דיזרעאלי 50                ,3.0,2,920000.0,1,1,1,1,2,50.0,1,26
18699,                    5                ,5.0,9,4350000.0,1,1,2,2,2,141.0,22,1
18700,                    שדרות הציונות 49                ,7.0,0,2500000.0,1,2,1,2,2,200.0,21,78
18701,                    3                ,3.0,8,1835000.0,2,2,2,2,2,105.0,1,52
18702,                    משמר העם                ,4.0,0,4200000.0,1,2,1,1,1,152.0,7,6
18703,                    5                ,5.0,3,1500000.0,1,1,1,2,2,120.0,22,73
18704,                    3.5                ,3.0,5,1690000.0,1,1,2,2,2,104.0,1,4
18705,                    שדרות התמרים 712                ,2.0,2,950000.0,1,1,1,1,1,50.0,1,97
18706,                    240                ,5.0,0,2700000.0,1,1,1,1,2,240.0,23,485
18707,                    חלמונית                ,3.0,2,1620000.0,1,1,2,2,2,85.0,1,69
18708,                    וייצמן 99                ,4.0,3,1400000.0,1,1,2,2,2,105.0,1,8
18709,                    5                ,5.0,6,2390000.0,1,1,2,1,2,136.0,1,11
18710,                    אפרים קישון                ,5.0,5,2290000.0,2,1,2,2,2,124.0,1,41
18711,                    הנביאים                ,5.0,2,1790000.0,1,2,2,2,2,145.0,1,78
18712,                    ה' באייר                ,5.0,0,2630000.0,1,1,2,1,2,147.0,7,4
18713,                    4                ,4.0,8,4300000.0,1,1,2,2,2,120.0,1,3
18714,                    שדרות רחבעם זאבי 1                ,4.0,2,2950000.0,1,1,2,2,2,110.0,1,16
18715,                    המעיין 3                ,5.0,31,4600000.0,1,2,2,2,2,145.0,1,1
18716,                    3                ,9.0,0,3700000.0,1,2,1,2,2,250.0,23,635
18717,                    5                ,5.0,4,1315000.0,1,1,1,2,2,119.0,1,58
18718,                    קרית שמונה 34                ,5.0,4,2300000.0,1,1,2,2,2,120.0,1,10
18719,                    יחזקאל                ,3.0,1,3690000.0,2,1,2,2,1,80.0,1,3
18720,                    שושנה דמארי                ,4.0,7,1800000.0,1,1,2,2,2,110.0,1,7
18721,                    5.5                ,5.0,12,6900000.0,1,2,2,1,1,244.0,22,27
18722,                    הנביאים                ,2.0,2,575000.0,1,1,1,2,1,65.0,1,11
18723,                    קורא הדורות 10                ,3.0,1,1980000.0,2,1,1,2,1,60.0,1,6
18724,                    מאיר נקר                ,4.0,0,1800000.0,1,1,1,2,1,90.0,7,6
18725,                    1                ,5.0,4,1180000.0,1,1,2,2,2,160.0,1,60
18726,                    חיל האוויר 3                ,4.0,20,3300000.0,2,1,2,2,2,110.0,1,9
18727,                    1                ,5.0,1,3150000.0,2,1,2,2,2,136.0,1,20
18728,                    המלך ג'ורג'                ,4.0,1,3220000.0,1,1,1,1,1,77.0,1,3
18729,                    העצמאות 93                ,4.0,4,1900000.0,2,1,2,2,2,140.0,1,4
18730,                    תור האביב 5                ,8.0,0,6000000.0,1,1,1,2,2,230.0,23,14
18731,                    משה ברזאני                ,5.0,2,4500000.0,2,1,2,2,2,165.0,1,3
18732,                    תורמוס                ,5.0,0,2100000.0,2,1,1,2,2,140.0,2,73
